tox_cas_edf_id,tox_chemical_name,tox_recognized,tox_suspected
7440-55-3,GALLIUM,,kidney
7440-56-4,GERMANIUM,,"cardiovascular blood,gastrointestinal liver,kidney"
7440-57-5,GOLD,,"immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
7440-59-7,HELIUM,,respiratory
7440-61-1,URANIUM,cancer,"cardiovascular blood,kidney,neurotoxicity,reproductive,respiratory"
7440-61-1(+D),U-238+D,cancer,
7440-62-2,VANADIUM,,"immunotoxicity,kidney,respiratory"
7440-66-6,ZINC,,"cardiovascular blood,developmental,immunotoxicity,reproductive,respiratory,skin sense"
7440-67-7,ZIRCONIUM,,respiratory
7440-69-9,BISMUTH,,"cardiovascular blood,kidney,skin sense"
7440-74-6,INDIUM,,"cardiovascular blood,kidney,neurotoxicity,reproductive"
7446-08-4,SELENIUM OXIDE,,"cardiovascular blood,gastrointestinal liver,neurotoxicity"
7446-09-5,SULFUR DIOXIDE,,"cardiovascular blood,developmental,gastrointestinal liver,neurotoxicity,respiratory"
7446-11-9,SULFUR TRIOXIDE,,"respiratory,skin sense"
7446-14-2,LEAD SULFATE,"cancer,developmental,reproductive",
7446-18-6,THALLIUM(I) SULFATE,,"cardiovascular blood,neurotoxicity,skin sense"
7446-27-7,LEAD PHOSPHATE,"cancer,developmental,reproductive",
7446-34-6,SELENIUM SULFIDE,cancer,"cardiovascular blood,gastrointestinal liver,musculoskeletal,neurotoxicity,respiratory,skin sense"
7446-70-0,ALUMINUM CHLORIDE,,"neurotoxicity,reproductive"
7447-39-4,CUPRIC CHLORIDE,,neurotoxicity
7447-40-7,POTASSIUM CHLORIDE,,"cardiovascular blood,gastrointestinal liver,respiratory"
7447-41-8,LITHIUM CHLORIDE,,"gastrointestinal liver,neurotoxicity"
74472-33-6,"2,3,3',6-Tetrachlorobiphenyl","cancer,developmental",
74472-34-7,"2,3,4',5-Tetrachlorobiphenyl","cancer,developmental",
74472-35-8,"2,3,3',4,6-Pentachlorobiphenyl","cancer,developmental",
74472-36-9,"2,3,3',5,6-Pentachlorobiphenyl","cancer,developmental",
74472-37-0,"2,3,4,4',5-Pentachlorobiphenyl","cancer,developmental",
74472-38-1,"2,3,4,4',6-Pentachlorobiphenyl","cancer,developmental",
74472-39-2,"2,3',4',5',6-Pentachlorobiphenyl","cancer,developmental",
74472-40-5,"2,2',3,4,6,6'-Hexachlorobiphenyl","cancer,developmental",
74472-41-6,"2,2',3,4',5,6'-Hexachlorobiphenyl","cancer,developmental",
74472-42-7,"2,3,3',4,4',6-Hexachlorobiphenyl","cancer,developmental",
74472-43-8,"2,3,3',4,5',6-Hexachlorobiphenyl","cancer,developmental",
74472-44-9,"2,3,3',4',5,6-Hexachlorobiphenyl","cancer,developmental",
74472-45-0,"2,3,3',4',5',6-Hexachlorobiphenyl","cancer,developmental",
74472-46-1,"2,3,3',5,5',6-Hexachlorobiphenyl","cancer,developmental",
74472-47-2,"2,2',3,4,4',5,6-Heptachlorobiphenyl","cancer,developmental",
74472-48-3,"2,2',3,4,4',6,6'-Heptachlorobiphenyl","cancer,developmental",
74472-49-4,"2,2',3,4,5,6,6'-Heptachlorobiphenyl","cancer,developmental",
74472-50-7,"2,3,3',4,4',5',6-Heptachlorobiphenyl","cancer,developmental",
74472-51-8,"2,3,3',4,5,5',6-Heptachlorobiphenyl","cancer,developmental",
74472-52-9,"2,2',3,4,4',5,6,6'-Octachlorobiphenyl","cancer,developmental",
74472-53-0,"2,3,3',4,4',5,5',6-Octachlorobiphenyl","cancer,developmental",
74487-85-7,"2,2',3,4',5,6,6'-Heptachlorobiphenyl","cancer,developmental",
7481-89-2,Zalcitabine,,"cancer,cardiovascular blood"
7487-88-9,MAGNESIUM SULFATE,,"neurotoxicity,respiratory"
7487-94-7,MERCURY CHLORIDE (2),developmental,"cancer,cardiovascular blood,endocrine,gastrointestinal liver,kidney,respiratory"
74920-78-8,N-ethyl-N-formylhydrazine,,cancer
7496-02-8,6-NITROCHRYSENE,cancer,
75-00-3,CHLOROETHANE,cancer,"cardiovascular blood,developmental,gastrointestinal liver,musculoskeletal,neurotoxicity"
75-01-4,VINYL CHLORIDE,cancer,"cardiovascular blood,developmental,gastrointestinal liver,neurotoxicity,reproductive,respiratory,skin sense"
75-02-5,"ETHENE, FLUORO-",cancer,
75-04-7,AMINOETHANE,,"neurotoxicity,skin sense"
75-05-8,ACETONITRILE,,"cardiovascular blood,developmental,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory"
75-07-0,ACETALDEHYDE,cancer,"developmental,immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
75-08-1,ETHYL MERCAPTAN,,"neurotoxicity,respiratory"
75-09-2,DICHLOROMETHANE,cancer,"cardiovascular blood,endocrine,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory"
75-11-6,DIIODOMETHANE,,"neurotoxicity,respiratory"
75-12-7,FORMAMIDE,,reproductive
75-15-0,CARBON DISULFIDE,"developmental,reproductive","cardiovascular blood,endocrine,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
75-18-3,2-THIAPROPANE,,neurotoxicity
75-21-8,ETHYLENE OXIDE,"cancer,reproductive","cardiovascular blood,developmental,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
75-25-2,TRIBROMOMETHANE,cancer,"gastrointestinal liver,kidney,neurotoxicity,respiratory"
75-26-3,2-BROMOPROPANE,,"endocrine,reproductive"
75-27-4,DICHLOROBROMOMETHANE,cancer,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity"
75-28-5,"1,1-DIMETHYLETHANE",,neurotoxicity
75-29-6,2-CHLOROPROPANE,,"cardiovascular blood,neurotoxicity,respiratory"
75-31-0,ISOPROPYLAMINE,,"immunotoxicity,respiratory,skin sense"
75-34-3,"1,1-DICHLOROETHANE",cancer,"cardiovascular blood,neurotoxicity"
75-35-4,"1,1-DICHLOROETHYLENE",,"cancer,cardiovascular blood,developmental,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory,skin sense"
75-36-5,"ACETIC ACID, CHLORIDE",,"respiratory,skin sense"
75-37-6,"1, 1-DIFLUOROETHANE",,cardiovascular blood
75-38-7,"1,1-DIFLUORETILENO",,neurotoxicity
75-43-4,DICHLOROFLUOROMETHANE,,"gastrointestinal liver,neurotoxicity,reproductive"
75-44-5,PHOSGENE,,"respiratory,skin sense"
75-45-6,CHLORODIFLUOROMETHANE,,"cardiovascular blood,developmental,endocrine,kidney,neurotoxicity,respiratory"
75-47-8,IODOFORM,,"neurotoxicity,respiratory"
75-50-3,TRIMETHYLAMINE,,"immunotoxicity,neurotoxicity,respiratory,skin sense"
75-52-5,NITROMETHANE,cancer,"cardiovascular blood,neurotoxicity"
75-55-8,PROPYLENEIMINE,cancer,"kidney,neurotoxicity,respiratory,skin sense"
75-56-9,PROPYLENE OXIDE,cancer,"developmental,gastrointestinal liver,immunotoxicity,neurotoxicity,reproductive,respiratory,skin sense"
75-60-5,CACODYLIc ACID,cancer,developmental
75-61-6,DIBROMODIFLUOROMETHANE,,neurotoxicity
75-63-8,BROMOTRIFLUOROMETHANE,,neurotoxicity
75-64-9,"1,1-DIMETHYLETHYLAMINE",,"neurotoxicity,skin sense"
75-65-0,TERT-BUTYL ALCOHOL,,"developmental,kidney,neurotoxicity"
75-66-1,"1,1-DIMETHYLETHANETHIOL",,"neurotoxicity,respiratory"
75-68-3,"1-CHLORO-1,1-DIFLUOROETHANE",,cardiovascular blood
75-69-4,TRICHLOROFLUOROMETHANE,,"cardiovascular blood,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
75-71-8,DICHLORODIFLUOROMETHANE,,"cardiovascular blood,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
75-74-1,TETRAMETHYL LEAD,"cancer,developmental,reproductive",neurotoxicity
75-77-4,TRIMETHYLCHLOROSILANE,,"gastrointestinal liver,neurotoxicity"
75-79-6,METHYLTRICHLOROSILANE,,gastrointestinal liver
75-86-5,2-METHYLLACTONITRILE,,"endocrine,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
75-87-6,"2,2,2-TRICHLOROACETALDEHYDE",,"neurotoxicity,skin sense"
75-88-7,"2-CHLORO-1,1,1-TRIFLUOROETHANE",,cancer
75-89-8,"Ethanol, 2,2,2-trifluoro-",,"cardiovascular blood,kidney"
75-91-2,"1,1-DIMETHYLETHYL HYDROPEROXIDE",,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory"
75198-31-1,"3-(5-NITRO-2-FURYL)-IMIDAZO(1,2-ALPHA)PYRIDINE PYRIDINE",,"cancer,gastrointestinal liver"
75330-75-5,LOVASTATIN,developmental,"cancer,gastrointestinal liver,neurotoxicity,skin sense"
7546-30-7,MERCUROUS CHLORIDE,developmental,
7550-45-0,TITANIUM TETRACHLORIDE,,"respiratory,skin sense"
7553-56-2,IODINE,,"endocrine,gastrointestinal liver"
756-79-6,DIMETHOXYMETHYLPHOSPHINE OXIDE,,gastrointestinal liver
757-58-4,HEXAETHYL TETRAPHOSPHATE AND COMPRESSED GAS       MIXTURE,,"gastrointestinal liver,neurotoxicity,skin sense"
7572-29-4,DICHLOROACETYLENE,,"cancer,cardiovascular blood,kidney,neurotoxicity"
75790-84-0,"4-METHYLDIPHENYLMETHANE-3,4-DIISOCYANATE",,respiratory
75790-87-3,"2,4'-DIISOCYANATODIPHENYL SULFIDE",,respiratory
7580-67-8,LITHIUM HYDRIDE,,"respiratory,skin sense"
759-73-9,N-ETHYL-N-NITROSOUREA,cancer,"developmental,neurotoxicity,reproductive,skin sense"
759-94-4,ETHYL DIPROPYLTHIOCARBAMATE,developmental,"cardiovascular blood,gastrointestinal liver,neurotoxicity,reproductive,skin sense"
76-01-7,PENTACHLOROETHANE,,"gastrointestinal liver,kidney,neurotoxicity"
76-03-9,TRICHLOROACETIC ACID,,"cancer,gastrointestinal liver,respiratory,skin sense"
76-05-1,"Acetic acid, trifluoro-",,"neurotoxicity,respiratory,skin sense"
76-06-2,CHLOROPICRIN,,"gastrointestinal liver,neurotoxicity,respiratory,skin sense"
76-11-9,"1,1,1,2-TETRACHLOR-2,2-DIFLUOROETHANE",,neurotoxicity
76-12-0,"1,1,2,2-TETRACHLORO-1,2-DIFUOROETHANE (FC 112)",,"neurotoxicity,respiratory"
76-13-1,FREON 113,,"cardiovascular blood,neurotoxicity,respiratory"
76-14-2,DICHLOROTETRAFLUOROETHANE (CFC-114),,neurotoxicity
76-15-3,MONOCHLOROPENTAFLUOROETHANE,,"cardiovascular blood,neurotoxicity"
76-16-4,HEXAFLUOROETHANE,,cardiovascular blood
76-22-2,CAMPHOR,,"gastrointestinal liver,neurotoxicity,respiratory,skin sense"
76-38-0,METHOXYFLURANE,,"developmental,kidney,neurotoxicity,reproductive"
76-43-7,FLUOXYMESTRONE,developmental,"respiratory,skin sense"
76-44-8,HEPTACHLOR,"cancer,developmental","cardiovascular blood,endocrine,gastrointestinal liver,kidney,neurotoxicity,reproductive,skin sense"
76-87-9,TRIPHENYLTIN HYDROXIDE,"cancer,developmental",
760-23-6,"1,2-DICHLORO-3-BUTENE",,"neurotoxicity,respiratory"
760-30-5,HYDRAZINTHIOGLYCOLAT,,immunotoxicity
7616-94-6,PERCHLORYL FLUORIDE,,"cardiovascular blood,respiratory"
76180-96-6,"IQ(2-AMINO-3-METHYLIMIDAZO[4,5-F]QUINOLINE)",cancer,gastrointestinal liver
763-29-1,2-METHYL-1-PENTENE,,"neurotoxicity,respiratory"
7631-89-2,SODIUM ARSENATE (ASH3O4.XNA),"cancer,developmental",gastrointestinal liver
7631-90-5,SODIUM BISULFITE,,respiratory
7631-99-4,SODIUM NITRATE,,"cardiovascular blood,respiratory"
7632-00-0,SODIUM NITRITE,,"cardiovascular blood,developmental,gastrointestinal liver,kidney,neurotoxicity,respiratory"
7637-07-2,BORON TRIFLUORIDE,,"cardiovascular blood,kidney,neurotoxicity,respiratory,skin sense"
764-41-0,"1,4-DICHLORO-2-BUTENE",cancer,"neurotoxicity,respiratory"
7645-25-2,lead II arsenate,"cancer,developmental,reproductive",neurotoxicity
7646-79-9,COBALT CHLORIDE,,"endocrine,neurotoxicity,skin sense"
7646-85-7,ZINC CHLORIDE FUME,,"cardiovascular blood,reproductive,respiratory,skin sense"
7647-01-0,HYDROCHLORIC ACID,,"gastrointestinal liver,immunotoxicity,musculoskeletal,respiratory,skin sense"
7647-14-5,SODIUM CHLORIDE,,cardiovascular blood
7647-15-6,SODIUM BROMIDE,,neurotoxicity
7647-18-9,ANTIMONY PENTACHLORIDE,,"gastrointestinal liver,neurotoxicity"
765-34-4,GLYCIDALDEHYDE,cancer,"neurotoxicity,skin sense"
76578-14-8,QUIZALOFOP-ETHYL,reproductive,gastrointestinal liver
7664-38-2,PHOSPHORIC ACID,,"neurotoxicity,respiratory,skin sense"
7664-39-3,HYDROFLUORIC ACID,,"cardiovascular blood,developmental,gastrointestinal liver,musculoskeletal,neurotoxicity,reproductive,respiratory,skin sense"
7664-41-7,AMMONIA,,"gastrointestinal liver,neurotoxicity,reproductive,respiratory,skin sense"
7664-93-9,SULFURIC ACID,,"musculoskeletal,respiratory,skin sense"
7664-93-9(InorgMist),STRONG INORGANIC ACID MISTS CONTAINING SULFURIC ACID,cancer,
7681-11-0,POTASSIUM IODIDE,,"cardiovascular blood,developmental"
7681-49-4,SODIUM FLUORIDE,,"cardiovascular blood,developmental,gastrointestinal liver,musculoskeletal,neurotoxicity,respiratory,skin sense"
7681-52-9,SODIUM HYPOCHLORITE,,"cardiovascular blood,neurotoxicity,skin sense"
7681-57-4,SODIUM METABISULFITE,,"immunotoxicity,kidney,respiratory,skin sense"
7681-82-5,SODIUM IODIDE,,developmental
76842-07-4,"2,3,3',4',5'-Pentachlorobiphenyl","cancer,developmental",
7696-12-0,TETRAMETHRIN,,"cancer,neurotoxicity"
7697-37-2,NITRIC ACID,,"respiratory,skin sense"
77-09-8,PHENOLPHTHALEIN,cancer,"cardiovascular blood,gastrointestinal liver,kidney,reproductive"
77-21-4,GLUTETHIMIDE,,"cardiovascular blood,neurotoxicity,skin sense"
77-47-4,HEXACHLOROCYCLOPENTADIENE,,"developmental,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory,skin sense"
77-71-4,"2,4-IMIDAZOLIDINEDIONE, 5,5-DIMETHYL-",,"neurotoxicity,respiratory"
77-73-6,DICYCLOPENTADIENE,,"gastrointestinal liver,neurotoxicity"
77-78-1,DIMETHYL SULFATE,cancer,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
77-81-6,TABUN,,"gastrointestinal liver,neurotoxicity,respiratory,skin sense"
77-83-8,"HYDROCINNAMIC ACID, ALPHA,BETA-EPOXY-BETA-METHYL-, ETHYL ESTER",,neurotoxicity
77-99-6,"1,1,1-TRI(HYDROXYMETHYL)PROPANE",,"neurotoxicity,respiratory"
77094-11-2,"MEIQ (2-AMINO-3,4-DIMETHYLIMIDAZO[4,5-F]QUINOLINE)",cancer,
7718-54-9,NICKEL CHLORIDE,cancer,
77182-82-2,2-AMINO-4-(HYDROXYMETHYLPHOSPHINYL)BUTANOIC ACID MONOAMMONIUM SALT,,"cardiovascular blood,neurotoxicity,respiratory"
7719-09-7,THIONYL CHLORIDE,,"respiratory,skin sense"
7719-12-2,PHOSPHORUS TRICHLORIDE,,"cardiovascular blood,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
7720-78-7,FERROUS SULFATE,,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity"
7722-64-7,POTASSIUM PERMANGANATE,,"gastrointestinal liver,neurotoxicity,respiratory"
7722-84-1,HYDROGEN PEROXIDE (CONC > 52%),,"gastrointestinal liver,neurotoxicity,respiratory,skin sense"
7723-14-0,PHOSPHORUS (YELLOW OR WHITE),,"cardiovascular blood,gastrointestinal liver,kidney,musculoskeletal,neurotoxicity,reproductive,respiratory,skin sense"
7726-95-6,BROMINE,,"endocrine,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
7727-37-9,NITROGEN,,respiratory
7727-54-0,AMMONIUM PERSULFATE,,"immunotoxicity,respiratory,skin sense"
7732-18-5,DEIONIZED WATER,,"gastrointestinal liver,neurotoxicity"
7733-02-0,ZINC SULFATE,,"cardiovascular blood,developmental,gastrointestinal liver,respiratory"
7738-94-5,CHROMIC ACID,cancer,respiratory
77439-76-0,MX (3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)-furanone),cancer,
7747-35-5,"1H,3H,5H-OXAZOLO[3,4-C]OXAZOLE, 7A-ETHYLDIHYDRO-",,"immunotoxicity,skin sense"
77500-04-0,"MEIQX(2-AMINO-3,8-DIMETHYLIMIDAZO[4,5-F]QUINOXALI E)",cancer,gastrointestinal liver
77501-63-4,LACTOFEN,cancer,"cardiovascular blood,gastrointestinal liver,kidney"
7758-01-2,POTASSIUM BROMATE,cancer,
7758-02-3,POTASSIUM BROMIDE,,"neurotoxicity,skin sense"
7758-09-0,"Nitrous acid, potassium salt",,"cardiovascular blood,skin sense"
7758-19-2,SODIUM CHLORITE,,"developmental,gastrointestinal liver"
7758-29-4,Sodium Tripolyphosphate,,neurotoxicity
7758-95-4,LEAD CHLORIDE,"cancer,developmental,reproductive",
7758-97-6,LEAD CHROMATE,"cancer,developmental,reproductive","cardiovascular blood,immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
7758-98-7,CUPRIC SULFATE,,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
7758-99-8,"SULFURIC ACID, COPPER(2+) SALT (1:1), PENTAHYDRATE",,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity"
7761-88-8,SILVER NITRATE,,"gastrointestinal liver,neurotoxicity,respiratory"
77732-09-3,OXADIXYL (SAN 371F),,"cancer,gastrointestinal liver"
7774-29-0,MERCURIC IODIDE,,"gastrointestinal liver,respiratory"
7775-09-9,SODIUM CHLORATE,,"cardiovascular blood,neurotoxicity,respiratory"
7775-11-3,SODIUM CHROMATE,cancer,respiratory
7778-39-4,ARSENIC ACID,"cancer,developmental",
7778-43-0,DISODIUM HYDROGEN ARSENATE,,"cardiovascular blood,developmental,neurotoxicity"
7778-44-1,CALCIUM ARSENATE [2ASH3O4.2CA],"cancer,developmental","cardiovascular blood,neurotoxicity,respiratory"
7778-50-9,POTASSIUM DICHROMATE,cancer,"gastrointestinal liver,immunotoxicity,neurotoxicity,respiratory,skin sense"
7778-74-7,POTASSIUM PERCHLORATE,,cardiovascular blood
7779-27-3,VANCIDE TH,,gastrointestinal liver
7780-06-5,"2-Propenoic acid, 3-phenyl-, 1-methylethyl ester",,skin sense
7782-41-4,FLUORINE,,"respiratory,skin sense"
7782-42-5,GRAPHITE,,respiratory
7782-49-2,SELENIUM,,"cardiovascular blood,developmental,gastrointestinal liver,kidney,musculoskeletal,neurotoxicity,reproductive,respiratory,skin sense"
7782-50-5,CHLORINE,,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
7782-65-2,GERMANE,,cardiovascular blood
7782-99-2,SULFUROUS ACID,,gastrointestinal liver
7783-00-8,SELENIOUS ACID,,"cardiovascular blood,gastrointestinal liver,neurotoxicity"
7783-06-4,HYDROGEN SULFIDE,,"cardiovascular blood,neurotoxicity,reproductive,respiratory"
7783-07-5,HYDROGEN SELENIDE,,"neurotoxicity,respiratory,skin sense"
7783-20-2,AMMONIUM SULFATE,,"gastrointestinal liver,neurotoxicity,respiratory"
7783-35-9,MERCURIC SULFATE,developmental,
7783-41-7,OXYGEN DIFLUORIDE,,respiratory
7783-46-2,LEAD FLUORIDE,"cancer,developmental,reproductive","neurotoxicity,respiratory,skin sense"
7783-54-2,NITROGEN TRIFLUORIDE,,"cardiovascular blood,respiratory"
7783-60-0,"SULFUR FLUORIDE (SF4), (T-4)-",,"respiratory,skin sense"
7783-70-2,ANTIMONY PENTAFLUORIDE,,gastrointestinal liver
7783-79-1,SELENIUM HEXAFLUORIDE,,"neurotoxicity,respiratory"
7783-80-4,TELLURIUM HEXAFLUORIDE,,respiratory
7784-34-1,ARSENOUS TRICHLORIDE,"cancer,developmental",
7784-40-9,LEAD ARSENATE,"cancer,developmental,reproductive",neurotoxicity
7784-41-0,POTASSIUM ARSENATE,"cancer,developmental",
7784-42-1,ARSINE,"cancer,developmental","cardiovascular blood,endocrine,gastrointestinal liver,kidney,neurotoxicity,reproductive"
7784-46-5,SODIUM ARSENITE,"cancer,developmental",cardiovascular blood
7785-87-7,MANGANESE SULFATE,,neurotoxicity
7786-34-7,MEVINPHOS,,"gastrointestinal liver,immunotoxicity,neurotoxicity,respiratory,skin sense"
7786-81-4,NICKEL SULFATE,cancer,"endocrine,immunotoxicity,respiratory,skin sense"
7787-47-5,BERYLLIUM CHLORIDE,cancer,
7787-49-7,BERYLLIUM FLUORIDE,cancer,"cardiovascular blood,respiratory"
7787-56-6,BERYLLIUM SULFATE TETRAHYDRATE,cancer,
7788-98-9,AMMONIUM CHROMATE,cancer,
7789-00-6,POTASSIUM CHROMATE,cancer,"immunotoxicity,respiratory,skin sense"
7789-06-2,STRONTIUM CHROMATE,cancer,"immunotoxicity,kidney,respiratory,skin sense"
7789-09-5,AMMONIUM BICHROMATE,cancer,"cardiovascular blood,gastrointestinal liver,immunotoxicity,kidney,skin sense"
7789-30-2,BROMINE PENTAFLUORIDE,,"gastrointestinal liver,kidney,respiratory,skin sense"
7789-42-6,CADMIUM BROMIDE,cancer,
7789-47-1,MERCURIC BROMIDE,developmental,
7790-30-9,Thallium iodide,,"cardiovascular blood,neurotoxicity"
7790-79-6,CADMIUM FLUORIDE,cancer,
7790-80-9,Cadmium iodide,,"gastrointestinal liver,kidney"
7790-91-2,CHLORINE TRIFLUORIDE,,"neurotoxicity,respiratory,skin sense"
7791-23-3,SELENIUM OXYCHLORIDE,,"cardiovascular blood,gastrointestinal liver,neurotoxicity,skin sense"
78-00-2,TETRAETHYLLEAD,"cancer,developmental,reproductive","gastrointestinal liver,kidney,neurotoxicity,skin sense"
78-10-4,ETHYL SILICATE,,"kidney,neurotoxicity,respiratory"
78-11-5,"1,3-DINITRATO-2,2-BIS(NITRATOMETHYL)PROPANE",,"cardiovascular blood,skin sense"
78-18-2,Cyclohexanone peroxide,,"cardiovascular blood,immunotoxicity,skin sense"
78-30-8,TRIORTHOCRESYL PHOSPATE,,"gastrointestinal liver,neurotoxicity,reproductive,skin sense"
78-34-2,"2,3-P-DIOXANEDITHIOL S,S-BIS(O,O-DIETHYL PHOSPHORODITHIOATE)",,"gastrointestinal liver,neurotoxicity,skin sense"
78-40-0,ETHYL PHOSPHATE,,neurotoxicity
78-41-1,TRIPARANOL,,skin sense
78-42-2,"1-HEXANOL, 2-ETHYL-, PHOSPHATE",,gastrointestinal liver
78-48-8,"S,S,S-TRIBUTYLTRITHIOPHOSPHATE",,"cancer,neurotoxicity"
78-59-1,ISOPHORONE,,"cancer,developmental,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
78-71-7,"OXETANE, 3,3-BIS(CHLOROMETHYL)-",,"cardiovascular blood,kidney,neurotoxicity,respiratory"
78-79-5,"2-METHYL-1,3-BUTADIENE",cancer,"neurotoxicity,respiratory"
78-82-0,ISOBUTYRONITRILE,,"neurotoxicity,respiratory"
78-83-1,2-METHYL-1-PROPANOL,,neurotoxicity
78-84-2,ISOBUTYRALDEHYDE,,respiratory
78-87-5,"1,2-DICHLOROPROPANE",cancer,"cardiovascular blood,endocrine,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory,skin sense"
78-88-6,"2,3-DICHLOROPROPENE",,skin sense
78-92-2,SEC-BUTYL ALCOHOL,,"neurotoxicity,respiratory,skin sense"
78-93-3,METHYL ETHYL KETONE,,"cardiovascular blood,developmental,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory,skin sense"
78-94-4,METHYL VINYL KETONE,,"respiratory,skin sense"
78-95-5,"MONOCHLOROACETONE, STABILIZED",,"neurotoxicity,skin sense"
7803-49-8,Hydroxylamine,,"cardiovascular blood,immunotoxicity,skin sense"
7803-51-2,PHOSPHINE,,"cardiovascular blood,gastrointestinal liver,kidney,musculoskeletal,neurotoxicity,respiratory"
7803-52-3,ANTIMONY TRIHYDRIDE,,"cardiovascular blood,neurotoxicity,respiratory"
78491-02-8,"Urea, N-[1,3-bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl]-N,N'-bis(hydroxymethyl)-",,"gastrointestinal liver,neurotoxicity"
78587-05-0,"(4RS,5RS)-5-(4-CHLOROPHENYL)-N-CYCLOHEXYL-4-METHYL-2-OXO-1,3-THIA- ZOLIDINE-3-CARBOXAMIDE",,cancer
786-19-6,CARBOPHENOTHION,,neurotoxicity
789-02-6,"O,P'-DDT","cancer,developmental,reproductive",endocrine
79-00-5,"1,1,2-TRICHLOROETHANE",cancer,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,skin sense"
79-01-6,TRICHLOROETHYLENE,cancer,"cardiovascular blood,developmental,endocrine,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,reproductive,respiratory,skin sense"
79-04-9,CHLOROACETYL CHLORIDE,,"respiratory,skin sense"
79-06-1,ACRYLAMIDE,cancer,"immunotoxicity,neurotoxicity,reproductive,skin sense"
79-07-2,CHLOROACETAMIDE,,"immunotoxicity,skin sense"
79-08-3,"Acetic acid, bromo-",,neurotoxicity
79-09-4,PROPIONIC ACID,,"gastrointestinal liver,skin sense"
79-10-7,ACRYLIC ACID,,"immunotoxicity,respiratory,skin sense"
79-11-8,CHLOROACETIC ACID,,"cardiovascular blood,kidney,neurotoxicity,respiratory,skin sense"
79-14-1,GLYCOLIC ACID,,"gastrointestinal liver,kidney,neurotoxicity"
79-20-9,METHYL ACETATE,,"neurotoxicity,respiratory,skin sense"
79-21-0,PERACETIC ACID,,skin sense
79-22-1,METHYL CHLOROCARBONATE,,"cardiovascular blood,respiratory,skin sense"
79-24-3,NITROETHANE,,"cardiovascular blood,neurotoxicity,respiratory"
79-27-6,"1,1,2,2-TETRABROMOETHANE",,"cardiovascular blood,gastrointestinal liver,neurotoxicity"
79-34-5,"1,1,2,2-TETRACHLOROETHANE",cancer,"developmental,gastrointestinal liver,neurotoxicity,respiratory"
79-38-9,"1,1,2-TRIFLUORO-2-CHLOROETHYLENE",,gastrointestinal liver
79-39-0,"2-Propenamide, 2-methyl-",,"gastrointestinal liver,kidney,neurotoxicity"
79-41-4,METHACRYLIC ACID,,"neurotoxicity,respiratory,skin sense"
79-43-6,"2,2-DICHLOROACETIC ACID",cancer,
79-44-7,DIMETHYLCARBAMOYL CHLORIDE,cancer,"respiratory,skin sense"
79-46-9,2-NITROPROPANE,cancer,"cardiovascular blood,developmental,gastrointestinal liver,neurotoxicity,reproductive,respiratory"
79-57-2,OXYTETRACYCLINE,developmental,"cardiovascular blood,skin sense"
79-94-7,"2,2',6,6'-TETRABROMO-4,4'-ISOPROPYLIDENEDIPHENOL",,endocrine
79-95-8,"PHENOL, 4,4'-ISOPROPYLIDENEBIS(2,6-DICHLORO-",,"neurotoxicity,respiratory"
79217-60-0,CICLOSPORIN (CYCLOSPORIN A; CYCLOSPORINE),cancer,
793-24-8,"1,3-DIMETHYLBUTYL-N-PHENYLPHENYLENEDIAMINE",,neurotoxicity
794-93-4,PANFURAN S,cancer,gastrointestinal liver
79538-32-2,TEFLUTHRIN,,endocrine
79622-59-6,FLUAZINAM,,"immunotoxicity,skin sense"
797-63-7,LEVONORGESTREL IMPLANTS,reproductive,
79748-81-5,FUSARIN C,cancer,
79902-63-9,SIMVASTATIN,,"cancer,developmental,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
